IDTNS;TIPO;OPERADORA;ESTADO;DATA;ANO_BASE;Q1;Q2;Q2_1;Q2_2;Q3;Q4;Q5;Q6;Q7;Q7a;Q8;J1;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A1_1;A1_2;A1_3;A1_4;A2_1;A2_2;A2_3;A3;A4;E1;E2;E3;E4;E5;E6;E7;E8;F1;F2_1;F2_2;F2_3;F3;F4_1;F4_2;F4_3;G1;G2_1;G2_2;G2_3;H0;COD_IBGE;H1;H2;H2a;H3;I1;I2;PESO
886337;BANDA-LARGA;VIVO;MG;20/jul/20;2020;1;;2;2;1;1;1;1;51;8;2;5;7;7;6;6;6;8;8;1;;;;3;4;6;6;;2;;1;6;1;3;1;3;2;;;;1;2;3;6;;2;2;1;BELO HORIZONTE;3106200;2;10000;4;7;1;;1,475334685
939106;BANDA-LARGA;VIVO;PR;20/jul/20;2020;1;;2;2;1;1;2;1;25;4;2;5;7;3;7;5;2;3;8;;;;97;;;;;;2;;1;2;2;;1;3;1;2;4;8;2;;;;;2;2;1;CURITIBA;4106902;1;999997;99;9;1;;1,950081038
939550;BANDA-LARGA;VIVO;PR;20/jul/20;2020;1;;2;2;1;1;1;1;45;7;2;8;9;8;6;5;4;9;9;1;2;;;3;4;8;8;6;2;;1;9;2;;1;7;2;;;;2;;;;;2;2;1;CURITIBA;4106902;2;2500;2;4;1;;1,950081038
939692;BANDA-LARGA;VIVO;PR;20/jul/20;2020;1;;2;2;1;1;2;1;20;3;1;8;10;10;10;7;10;9;10;1;;;;7;8;10;9;;2;;2;;2;;1;10;2;;;;1;10;10;10;;1;2;1;CAMPO LARGO;4104204;2;3000;2;6;1;;1,950081038
950555;BANDA-LARGA;VIVO;RJ;20/jul/20;2020;1;;2;2;1;1;1;1;68;8;2;7;8;99;8;9;9;10;99;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;RIO DE JANEIRO;3304557;2;20000;5;9;1;;1,225023816
967136;BANDA-LARGA;VIVO;SC;20/jul/20;2020;1;;2;2;1;1;1;1;53;8;1;0;6;5;3;0;3;6;10;1;2;;;2;7;8;7;6;1;5;2;;2;;1;2;2;;;;1;9;8;8;;2;1;1;NAVEGANTES;4211306;2;5000;3;4;1;;1,124866094
967255;BANDA-LARGA;VIVO;SC;20/jul/20;2020;1;;2;2;1;1;1;1;47;7;2;3;5;4;8;3;5;6;6;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;JOINVILLE;4209102;1;5000;3;5;1;;1,124866094
967616;BANDA-LARGA;VIVO;SC;20/jul/20;2020;1;;2;2;1;1;1;1;38;6;1;5;6;6;3;3;4;8;4;1;;;;3;6;9;9;;1;10;2;;2;;1;5;2;;;;2;;;;;2;2;1;GASPAR;4205902;2;5000;3;7;1;;1,124866094
975970;BANDA-LARGA;VIVO;SE;20/jul/20;2020;1;;2;2;1;1;1;1;31;5;1;8;7;8;7;7;7;6;7;1;;;;7;7;7;7;;1;6;2;;2;;2;;2;;;;1;8;8;8;;2;2;2;ARACAJU;2800308;1;999997;99;7;1;;0,190393961
166363;BANDA-LARGA;CLARO/NET;PR;21/jul/20;2020;1;;2;2;1;1;1;1;27;4;1;6;8;0;6;2;8;3;10;1;;;;10;0;10;8;;1;4;1;8;2;;1;4;2;;;;1;10;10;4;;1;1;1;CURITIBA;4106902;2;7000;4;9;1;;2,176868465
208145;BANDA-LARGA;CLARO/NET;RS;21/jul/20;2020;1;;2;2;1;1;1;1;35;5;1;7;5;7;5;7;5;9;9;;;;97;;;;;;2;;2;;2;;1;7;2;;;;2;;;;;2;1;1;CRUZ ALTA;4306106;2;3000;2;7;1;;2,903910715
215819;BANDA-LARGA;CLARO/NET;SC;21/jul/20;2020;1;;2;2;1;1;1;1;59;8;2;7;3;7;7;7;10;5;5;1;;;;2;5;8;10;;1;3;2;;2;;2;;1;5;4;10;2;;;;;2;1;1;BLUMENAU;4202404;2;999997;99;5;1;;2,442418163
216540;BANDA-LARGA;CLARO/NET;SC;21/jul/20;2020;1;;2;2;1;1;1;1;21;3;2;3;6;5;3;1;4;4;3;1;2;;;7;7;7;7;5;2;;1;4;1;7;1;5;2;;;;1;99;5;3;;2;2;1;SÃO JOSÉ;4216602;3;5000;3;6;1;;2,442418163
216546;BANDA-LARGA;CLARO/NET;SC;21/jul/20;2020;1;;2;2;1;1;2;1;27;4;1;7;7;7;7;9;9;7;6;;;3;;;;;;;1;7;1;8;2;;1;7;2;;;;2;;;;;2;2;2;BLUMENAU;4202404;2;3000;2;5;1;;2,442418163
338551;BANDA-LARGA;HUGHES;PR;21/jul/20;2020;1;;2;2;1;1;1;1;54;8;2;0;0;0;0;0;0;10;0;1;;;;0;0;0;0;;1;10;1;0;1;0;1;0;2;;;;2;;;;;2;2;2;SÃO JOSÉ DOS PINHAIS;4125506;1;2000;1;3;1;;0,06671216
348144;BANDA-LARGA;HUGHES;RS;21/jul/20;2020;1;;2;2;1;1;1;1;62;8;2;5;0;0;5;6;4;8;0;;2;;;;;;;3;1;5;2;;2;;2;;2;;;;2;;;;;2;2;2;TRIUNFO;4322004;1;6000;3;7;1;;0,068548425
348697;BANDA-LARGA;HUGHES;RS;21/jul/20;2020;1;;2;2;1;1;1;1;53;8;1;6;5;6;6;7;5;6;7;1;;;;3;3;9;5;;1;9;1;8;2;;1;7;2;;;;2;;;;;2;2;2;GRAMADO XAVIER;4309159;2;3000;2;5;1;;0,068548425
348924;BANDA-LARGA;HUGHES;RS;21/jul/20;2020;1;;2;2;1;1;2;1;26;4;1;8;10;10;8;9;8;10;10;1;2;;;5;10;10;10;10;2;;2;;2;;1;9;1;10;10;10;2;;;;;2;2;2;MONTENEGRO;4312401;3;4100;2;5;1;;0,068548425
554673;BANDA-LARGA;OI;PR;21/jul/20;2020;1;;2;2;1;1;1;1;60;8;2;5;5;99;7;3;99;9;6;1;2;;;8;5;8;8;8;2;;2;;2;;1;5;2;;;;1;8;8;7;;2;2;1;CURITIBA;4106902;2;4000;2;5;1;;1,27543121
555254;BANDA-LARGA;OI;PR;21/jul/20;2020;1;;2;2;1;1;2;1;31;5;1;5;6;6;7;4;3;2;7;;2;;;;;;;2;2;;2;;2;;1;3;2;;;;2;;;;;2;2;1;CURITIBA;4106902;2;5000;3;9;1;;1,27543121
555330;BANDA-LARGA;OI;PR;21/jul/20;2020;1;;2;2;1;1;2;1;19;3;2;3;6;4;8;5;2;5;8;1;2;;;5;7;7;8;8;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;CURITIBA;4106902;3;4000;2;5;1;;1,27543121
555354;BANDA-LARGA;OI;PR;21/jul/20;2020;1;;2;2;1;1;1;1;69;8;2;8;10;10;7;7;7;10;10;1;2;;;0;8;7;8;8;2;;2;;2;;1;8;2;;;;1;10;10;10;;2;2;1;CURITIBA;4106902;2;2500;2;3;1;;1,27543121
567373;BANDA-LARGA;OI;RJ;21/jul/20;2020;1;;2;2;1;1;1;1;55;8;1;8;7;8;9;8;8;9;8;1;;;;7;7;7;8;;2;;2;;2;;1;8;2;;;;1;9;9;9;;2;1;1;RIO DE JANEIRO;3304557;2;999997;99;5;3;;3,133992759
615580;BANDA-LARGA;OI;RS;21/jul/20;2020;1;;2;2;1;1;1;1;32;5;1;7;7;6;8;6;7;7;7;1;2;;;6;8;8;6;6;1;7;1;7;1;7;2;;2;;;;2;;;;;1;1;1;PORTO ALEGRE;4314902;2;3000;2;5;1;;1,122710263
615678;BANDA-LARGA;OI;RS;21/jul/20;2020;1;;2;2;1;1;1;1;57;8;1;5;7;7;5;5;3;6;8;;;;97;;;;;;2;;2;;2;;1;7;2;;;;1;99;99;6;;2;2;1;PORTO ALEGRE;4314902;2;999999;99;5;1;;1,122710263
615804;BANDA-LARGA;OI;RS;21/jul/20;2020;1;;2;2;1;1;1;1;66;8;1;5;10;5;5;8;8;8;10;1;;;;5;5;5;5;;2;;2;;2;;1;5;2;;;;1;8;10;10;;2;2;1;PORTO ALEGRE;4314902;1;999997;99;3;3;;1,122710263
627062;BANDA-LARGA;OI;SC;21/jul/20;2020;1;;2;2;1;1;1;1;30;4;2;7;6;7;7;6;5;9;8;;;;97;;;;;;2;;2;;2;;1;5;2;;;;2;;;;;2;2;1;JARAGUÁ DO SUL;4208906;2;3000;2;5;1;;1,039331554
627184;BANDA-LARGA;OI;SC;21/jul/20;2020;1;;2;2;1;1;2;1;45;7;1;8;9;8;9;8;8;8;9;1;;;;8;9;9;9;;1;9;2;;2;;1;9;1;9;10;9;1;9;9;9;;2;2;1;NAVEGANTES;4211306;2;4000;2;7;1;;1,039331554
627358;BANDA-LARGA;OI;SC;21/jul/20;2020;1;;2;2;1;1;1;1;30;4;2;9;9;9;9;9;10;9;10;1;;;;9;9;10;9;;2;;2;;2;;1;9;2;;;;1;9;9;9;;2;2;1;BLUMENAU;4202404;2;6500;4;5;1;;1,039331554
627596;BANDA-LARGA;OI;SC;21/jul/20;2020;1;;2;2;1;1;1;1;27;4;1;7;10;10;5;5;5;10;10;;;;97;;;;;;2;;2;;2;;1;10;2;;;;1;10;10;10;;1;2;1;GASPAR;4205902;2;2100;2;5;1;;1,039331554
627676;BANDA-LARGA;OI;SC;21/jul/20;2020;1;;2;2;1;1;1;1;37;6;2;7;9;8;8;6;6;9;9;1;;;;7;8;9;8;;2;;1;8;2;;2;;2;;;;2;;;;;1;1;1;PLANALTO ALEGRE;4213153;1;999997;99;7;1;;1,039331554
661586;BANDA-LARGA;SERCOMTEL;PR;21/jul/20;2020;1;;2;2;1;1;1;1;39;6;1;10;10;8;10;10;10;10;10;1;2;3;;5;8;10;10;10;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;ARAPONGAS;4101507;1;999998;98;5;3;;0,302190147
661963;BANDA-LARGA;SERCOMTEL;PR;21/jul/20;2020;1;;2;2;1;1;1;1;50;7;1;7;8;8;8;5;5;5;10;1;;;;10;10;10;10;;2;;2;;2;;1;7;2;;;;2;;;;;2;2;1;CAMBÉ;4103701;1;3000;2;7;1;;0,302190147
662205;BANDA-LARGA;SERCOMTEL;PR;21/jul/20;2020;1;;2;2;1;1;1;1;58;8;1;4;5;5;2;0;0;5;0;1;;;;2;0;0;0;;1;0;1;0;1;0;1;0;2;;;;2;;;;;2;2;1;CAMBÉ;4103701;2;20000;5;9;1;;0,302190147
662213;BANDA-LARGA;SERCOMTEL;PR;21/jul/20;2020;1;;2;2;1;1;1;1;69;8;2;6;10;10;5;5;6;8;10;1;2;;;8;10;10;10;10;2;;2;;2;;1;10;2;;;;1;10;10;10;;2;2;1;CAMBÉ;4103701;1;999997;99;7;1;;0,302190147
708928;BANDA-LARGA;SKY;MA;21/jul/20;2020;1;;2;2;1;1;1;1;63;8;2;2;2;2;2;2;0;10;2;;2;;;;;;;2;2;;2;;2;;1;2;2;;;;2;;;;;2;2;2;SÃO LUÍS;2111300;1;5000;3;5;1;;0,099019332
939082;BANDA-LARGA;VIVO;PR;21/jul/20;2020;1;;2;2;1;1;1;1;58;8;1;8;7;9;10;9;9;9;9;1;;;;0;5;8;7;;1;7;1;7;2;;1;10;1;10;10;7;2;;;;;2;2;1;CURITIBA;4106902;1;5000;3;9;1;;1,950081038
957892;BANDA-LARGA;VIVO;RS;21/jul/20;2020;1;;2;2;1;1;1;1;28;4;1;6;7;6;6;6;7;10;10;;2;;;;;;;9;2;;2;;2;;1;6;1;8;10;7;1;7;7;8;;2;1;2;PORTO ALEGRE;4314902;1;2000;1;6;1;;1,524497128
958259;BANDA-LARGA;VIVO;RS;21/jul/20;2020;1;;2;2;1;1;1;1;63;8;1;10;10;10;10;10;10;10;10;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;PORTO ALEGRE;4314902;1;6000;3;5;1;;1,524497128
958406;BANDA-LARGA;VIVO;RS;21/jul/20;2020;1;;2;2;1;1;1;1;69;8;1;10;10;8;10;10;10;8;10;;;;97;;;;;;2;;2;;2;;2;;1;10;10;10;2;;;;;2;1;1;PORTO ALEGRE;4314902;2;999997;99;5;1;;1,524497128
958548;BANDA-LARGA;VIVO;RS;21/jul/20;2020;1;;2;2;1;1;1;1;40;6;1;10;10;10;10;10;10;10;10;1;2;;;8;10;10;10;10;1;10;2;;2;;2;;2;;;;2;;;;;2;2;1;PORTO ALEGRE;4314902;1;1300;1;5;1;;1,524497128
164289;BANDA-LARGA;CLARO/NET;PR;22/jul/20;2020;1;;2;2;1;1;1;1;56;8;1;8;8;8;7;7;8;10;9;;;;97;;;;;;2;;2;;2;;1;8;1;10;10;10;2;;;;;1;2;1;CURITIBA;4106902;2;999997;5;7;1;;2,176868465
166436;BANDA-LARGA;CLARO/NET;PR;22/jul/20;2020;1;;2;2;1;1;1;1;64;8;2;7;9;8;7;5;5;10;10;1;2;;;8;99;10;10;8;2;;2;;2;;1;5;2;;;;1;10;5;5;;1;2;1;CURITIBA;4106902;1;999997;4;7;1;;2,176868465
166767;BANDA-LARGA;CLARO/NET;PR;22/jul/20;2020;1;;2;2;1;1;1;1;63;8;2;0;0;5;0;0;2;3;0;1;;;;3;0;5;0;;1;0;2;;1;2;2;;2;;;;1;5;10;5;;2;2;2;CURITIBA;4106902;1;1800;1;5;1;;2,176868465
207555;BANDA-LARGA;CLARO/NET;RS;22/jul/20;2020;1;;2;2;1;1;2;1;45;7;2;7;9;7;8;6;9;9;9;1;2;;;4;6;6;6;7;2;;2;;2;;1;5;2;;;;1;6;8;9;;1;1;1;CAPÃO DA CANOA;4304630;2;999997;3;9;1;;2,903910715
217273;BANDA-LARGA;CLARO/NET;SC;22/jul/20;2020;1;;2;2;1;1;1;1;70;8;2;8;8;8;7;6;7;8;8;1;2;;;6;7;7;8;8;2;;2;;2;;1;7;2;;;;1;8;8;7;;1;2;2;BALNEÁRIO CAMBORIÚ;4202008;2;999997;99;7;3;;2,442418163
276298;BANDA-LARGA;ALGAR;SP;22/jul/20;2020;1;;2;2;1;1;1;1;41;7;1;7;7;4;7;7;4;8;8;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;JARDINÓPOLIS;3525102;2;12000;5;5;1;;0,385319884
347833;BANDA-LARGA;HUGHES;RS;22/jul/20;2020;1;;2;2;1;1;1;1;60;8;2;6;6;6;7;7;5;10;7;;2;;;;;;;5;1;5;2;;2;;2;;2;;;;2;;;;;2;2;2;PORTO ALEGRE;4314902;2;999997;5;7;1;;0,068548425
348124;BANDA-LARGA;HUGHES;RS;22/jul/20;2020;1;;2;2;1;1;1;1;36;6;2;5;7;7;7;7;5;10;8;;2;;;;;;;7;2;;1;7;2;;1;7;2;;;;2;;;;;2;2;2;CANOAS;4304606;1;4000;2;5;3;;0,068548425
439896;BANDA-LARGA;OI;ES;22/jul/20;2020;1;;2;2;1;1;1;1;62;8;1;10;10;10;10;10;0;10;99;1;;;;99;0;10;10;;1;10;2;;1;8;2;;2;;;;2;;;;;2;1;1;VITÓRIA;3205309;2;1045;1;2;1;;0,514795598
554418;BANDA-LARGA;OI;PR;22/jul/20;2020;1;;2;2;1;1;1;1;66;8;1;5;5;5;3;5;3;2;8;1;;;;0;8;4;4;;1;5;1;4;2;;1;5;2;;;;1;4;0;4;;2;2;1;CURITIBA;4106902;2;999997;2;5;1;;1,27543121
555076;BANDA-LARGA;OI;PR;22/jul/20;2020;1;;2;2;1;1;1;1;65;8;2;7;5;6;6;4;5;6;5;;;3;;;;;;;2;;2;;2;;2;;2;;;;1;8;8;7;;1;1;1;CURITIBA;4106902;1;1200;1;2;1;;1,27543121
555138;BANDA-LARGA;OI;PR;22/jul/20;2020;1;;2;2;1;1;1;1;37;6;1;6;7;5;7;7;4;6;5;1;2;;;8;7;8;7;8;2;;2;;2;;1;4;2;;;;2;;;;;1;1;1;CURITIBA;4106902;2;3200;2;5;1;;1,27543121
555282;BANDA-LARGA;OI;PR;22/jul/20;2020;1;;2;2;1;1;1;1;61;8;2;10;0;7;10;8;10;10;10;1;;;;0;0;5;0;;2;;2;;2;;1;6;2;;;;1;8;9;10;;2;2;1;CURITIBA;4106902;2;4500;3;5;1;;1,27543121
661407;BANDA-LARGA;SERCOMTEL;PR;22/jul/20;2020;1;;2;2;1;1;1;1;61;8;1;8;9;10;8;8;8;10;10;;;3;;;;;;;2;;1;8;1;6;2;;2;;;;2;;;;;2;1;1;LONDRINA;4113700;2;2000;1;2;3;;0,302190147
662193;BANDA-LARGA;SERCOMTEL;PR;22/jul/20;2020;1;;2;2;1;1;1;1;36;6;2;5;10;8;10;8;8;10;10;1;;;;7;10;10;10;;2;;1;10;2;;1;9;2;;;;2;;;;;2;1;1;JATAIZINHO;4112702;2;999997;1;5;1;;0,302190147
784137;BANDA-LARGA;TIM;BA;22/jul/20;2020;1;;2;2;1;1;1;1;52;8;1;10;10;9;9;10;10;10;10;1;;;;10;10;10;10;;2;;2;;2;;2;;2;;;;2;;;;;2;1;1;SALVADOR;2927408;2;5000;3;7;1;;0,148083294
824206;BANDA-LARGA;UNIFIQUE;SC;22/jul/20;2020;1;;2;2;1;1;2;1;42;7;1;8;5;3;6;7;7;9;9;1;2;;;8;9;9;9;9;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;MASSARANDUBA;4210605;2;2000;1;2;3;;1,803466277
847546;BANDA-LARGA;VIVO;CE;22/jul/20;2020;1;;2;2;1;1;1;1;42;7;1;0;10;10;0;0;0;10;10;1;;;;10;10;10;10;;2;;2;;1;10;1;0;1;10;0;10;1;10;10;0;;2;1;1;FORTALEZA;2304400;99;2000;1;7;1;;0,665984413
938996;BANDA-LARGA;VIVO;PR;22/jul/20;2020;1;;2;2;1;1;1;1;35;5;2;5;10;10;10;10;10;10;10;1;2;;;10;10;10;10;10;2;;1;10;1;10;1;10;2;;;;1;10;10;10;;1;2;1;CURITIBA;4106902;3;4000;2;7;1;;1,950081038
939220;BANDA-LARGA;VIVO;PR;22/jul/20;2020;1;;2;2;1;1;2;1;26;4;1;6;7;7;8;7;8;8;9;1;;;;5;8;8;7;;2;;2;;2;;1;8;2;;;;1;9;9;8;;2;2;1;CURITIBA;4106902;2;2500;2;7;3;;1,950081038
939240;BANDA-LARGA;VIVO;PR;22/jul/20;2020;1;;2;2;1;1;1;1;56;8;2;8;10;99;9;10;10;10;10;1;;;;10;10;10;10;;2;;2;;2;;1;10;2;;;;1;7;10;10;;1;2;1;CURITIBA;4106902;1;4000;2;7;1;;1,950081038
958413;BANDA-LARGA;VIVO;RS;22/jul/20;2020;1;;2;2;1;1;2;1;51;8;1;9;8;8;9;8;9;7;8;1;;3;;9;8;7;8;;2;;1;7;1;9;1;9;2;;;;2;;;;;1;2;1;PORTO ALEGRE;4314902;2;18000;5;7;3;;1,524497128
967284;BANDA-LARGA;VIVO;SC;22/jul/20;2020;1;;2;2;1;1;2;1;28;4;1;8;7;8;8;5;6;8;9;1;2;;;0;7;8;8;6;1;8;1;9;2;;1;8;2;;;;1;6;5;8;;2;2;1;JOINVILLE;4209102;1;2000;1;5;3;;1,124866094
967694;BANDA-LARGA;VIVO;SC;22/jul/20;2020;1;;2;2;1;1;1;1;68;8;2;7;3;5;8;10;8;5;2;1;2;3;;3;6;8;8;8;1;3;2;;2;;2;;2;;;;1;5;5;8;;1;1;1;BLUMENAU;4202404;2;2500;2;5;1;;1,124866094
6339;BANDA-LARGA;CLARO/NET;AC;23/jul/20;2020;1;;2;2;1;1;1;1;43;7;2;7;7;7;7;7;6;9;9;1;;;;9;9;8;9;;2;;2;;2;;1;9;2;;;;2;;;;;2;1;1;RIO BRANCO;1200401;3;12000;5;7;1;;0,076348118
9790;BANDA-LARGA;CLARO/NET;AL;23/jul/20;2020;1;;2;2;1;1;1;1;32;5;1;9;9;8;10;10;9;9;9;1;2;3;;10;10;9;9;10;1;10;2;;2;;1;8;2;;;;1;10;10;10;;1;2;2;MACEIÓ;2704302;1;2000;1;5;1;;0,343029426
20694;BANDA-LARGA;CLARO/NET;AM;23/jul/20;2020;1;;2;2;1;1;2;1;35;5;1;7;3;7;8;5;5;7;7;1;;;;5;5;6;7;;1;8;2;;1;6;1;7;1;9;9;9;2;;;;;1;2;2;MANAUS;1302603;1;10000;4;7;1;;0,835665362
30543;BANDA-LARGA;CLARO/NET;BA;23/jul/20;2020;1;;2;2;1;1;1;1;49;7;1;5;4;4;0;0;6;4;7;1;;;;3;2;6;3;;2;;2;;2;;1;0;2;;;;2;;;;;1;2;1;SALVADOR;2927408;2;9000;4;9;1;;0,511635463
41826;BANDA-LARGA;CLARO/NET;CE;23/jul/20;2020;1;;2;2;1;1;2;1;34;5;1;7;7;7;8;7;6;8;9;1;2;;;8;8;8;7;7;1;7;2;;1;6;1;5;2;;;;1;9;9;6;;1;2;1;FORTALEZA;2304400;2;10000;4;7;1;;0,33047842
82821;BANDA-LARGA;CLARO/NET;MA;23/jul/20;2020;1;;2;2;1;1;1;1;53;8;2;8;8;9;8;8;8;10;8;1;2;;;10;10;10;10;10;2;;2;;2;;1;9;2;;;;1;10;10;10;;1;1;1;SÃO LUÍS;2111300;2;10000;4;7;1;;0,30203225
95245;BANDA-LARGA;CLARO/NET;MG;23/jul/20;2020;1;;2;2;1;1;2;1;23;3;1;5;7;8;5;5;5;99;99;;;;97;;;;;;2;;2;;2;;2;;2;;;;2;;;;;1;2;1;BELO HORIZONTE;3106200;2;999999;99;7;1;;2,41303017
139218;BANDA-LARGA;CLARO/NET;PB;23/jul/20;2020;1;;2;2;1;1;1;1;42;7;1;8;8;8;8;8;8;8;9;1;2;;;7;8;8;8;9;1;8;2;;2;;1;9;1;9;10;9;1;10;10;9;;1;2;2;JOÃO PESSOA;2507507;1;3000;2;5;1;;0,397971582
155062;BANDA-LARGA;CLARO/NET;PI;23/jul/20;2020;1;;2;2;1;1;1;1;40;6;1;8;10;10;9;8;9;9;9;1;2;;;8;8;7;7;5;2;;1;5;2;;2;;2;;;;2;;;;;1;1;1;TERESINA;2211001;2;999997;5;9;1;;0,173615161
185857;BANDA-LARGA;CLARO/NET;RN;23/jul/20;2020;1;;2;2;1;1;2;1;30;4;1;8;10;10;9;9;9;10;10;1;;;;8;10;10;10;;2;;1;10;2;;2;;2;;;;2;;;;;1;1;1;PARNAMIRIM;2403251;1;3000;2;7;1;;0,333738666
194803;BANDA-LARGA;CLARO/NET;RO;23/jul/20;2020;1;;2;2;1;1;2;1;18;3;2;9;10;10;10;10;10;10;10;;2;;;;;;;10;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;PORTO VELHO;1100205;2;10000;4;5;3;;0,071185672
207250;BANDA-LARGA;CLARO/NET;RS;23/jul/20;2020;1;;2;2;1;1;1;1;42;7;2;8;10;10;10;7;9;10;10;1;;3;;10;10;10;10;;2;;2;;2;;1;10;2;;;;1;10;10;10;;1;2;1;URUGUAIANA;4322400;3;5000;3;5;1;;2,903910715
225990;BANDA-LARGA;CLARO/NET;SE;23/jul/20;2020;1;;2;2;1;1;1;1;56;8;1;5;7;5;6;5;5;8;8;;2;;;;;;;9;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;ARACAJU;2800308;3;999997;5;7;1;;0,189762983
226640;BANDA-LARGA;CLARO/NET;SE;23/jul/20;2020;1;;2;2;1;1;2;1;39;6;1;7;6;7;6;7;6;5;5;;2;;;;;;;7;2;;2;;2;;2;;2;;;;2;;;;;1;1;1;ARACAJU;2800308;1;6000;3;9;1;;0,189762983
226687;BANDA-LARGA;CLARO/NET;SE;23/jul/20;2020;1;;2;2;1;1;1;1;58;8;1;8;2;99;7;7;7;0;0;1;;;;6;0;0;0;;1;0;2;;2;;1;0;2;;;;2;;;;;1;2;2;ARACAJU;2800308;2;999997;99;7;1;;0,189762983
234950;BANDA-LARGA;CLARO/NET;SP;23/jul/20;2020;1;;2;2;1;1;2;1;22;3;1;6;7;8;9;6;6;9;10;1;;;;8;7;8;6;;1;8;1;9;1;9;2;;2;;;;1;9;9;9;;1;2;1;MOGI DAS CRUZES;3530607;4;999997;2;7;1;;19,63292645
266105;BANDA-LARGA;ALGAR;MG;23/jul/20;2020;1;;2;2;1;1;1;1;58;8;2;10;10;10;8;10;10;10;10;;;;97;;;;;;2;;1;10;2;;2;;1;10;10;10;2;;;;;2;1;1;UBERLÂNDIA;3170206;2;999997;2;5;1;;1,720490595
338582;BANDA-LARGA;HUGHES;PR;23/jul/20;2020;1;;2;2;1;1;1;1;27;4;2;8;8;8;7;7;7;9;8;;2;;;;;;;8;2;;2;;2;;2;;2;;;;2;;;;;2;2;2;TUNAS DO PARANÁ;4127882;1;2000;1;5;1;;0,06671216
428382;BANDA-LARGA;OI;DF;23/jul/20;2020;1;;2;2;1;1;1;1;53;8;1;8;5;7;8;8;8;7;3;;2;;;;;;;0;2;;1;5;2;;2;;1;9;8;8;2;;;;;2;2;2;BRASÍLIA;5300108;2;10000;4;5;1;;0,437668628
428550;BANDA-LARGA;OI;DF;23/jul/20;2020;1;;2;2;1;1;1;1;58;8;1;7;7;8;3;3;4;3;3;;;;97;;;;;;2;;2;;2;;1;8;2;;;;2;;;;;2;2;2;BRASÍLIA;5300108;2;8000;4;7;3;;0,437668628
429180;BANDA-LARGA;OI;DF;23/jul/20;2020;1;;2;2;1;1;1;1;64;8;1;5;4;8;5;5;5;4;1;1;;;;1;5;5;5;;1;5;2;;2;;1;1;2;;;;2;;;;;2;1;1;BRASÍLIA;5300108;1;1000;1;7;1;;0,437668628
429213;BANDA-LARGA;OI;DF;23/jul/20;2020;1;;2;2;1;1;1;1;33;5;2;0;5;0;0;5;0;5;5;;;3;;;;;;;1;5;2;;2;;1;0;2;;;;1;5;5;5;;2;1;1;BRASÍLIA;5300108;4;1200;1;5;1;;0,437668628
449875;BANDA-LARGA;OI;GO;23/jul/20;2020;1;;2;2;1;1;2;1;39;6;1;5;5;6;6;3;5;4;4;1;;;;5;5;6;6;;2;;2;;2;;1;6;2;;;;1;5;6;6;;2;2;1;NOVO GAMA;5215231;1;1200;1;5;1;;1,21207721
484823;BANDA-LARGA;OI;MS;23/jul/20;2020;1;;2;2;1;1;1;1;65;8;2;5;5;5;10;5;5;5;5;1;2;;;5;5;5;5;5;1;5;1;5;1;5;1;5;2;;;;1;5;5;5;;2;2;1;CORUMBÁ;5003207;2;2000;1;7;3;;0,515743188
531347;BANDA-LARGA;OI;PE;23/jul/20;2020;1;;2;2;1;1;1;1;50;7;1;5;3;2;2;4;3;8;4;1;;;;2;6;6;7;;1;2;2;;2;;1;4;2;;;;1;5;4;5;;2;1;1;JABOATÃO DOS GUARARAPES;2607901;3;5000;3;7;1;;0,259755499
555605;BANDA-LARGA;OI;PR;23/jul/20;2020;1;;2;2;1;1;1;1;53;8;2;5;7;7;8;5;5;8;7;1;;;;7;3;7;7;;2;;2;;2;;1;6;2;;;;1;3;6;7;;2;1;1;CURITIBA;4106902;99;999997;99;7;1;;1,27543121
579697;BANDA-LARGA;OI;RN;23/jul/20;2020;1;;2;2;1;1;1;1;87;9;2;4;4;4;10;10;2;8;10;1;2;3;;8;2;10;3;4;2;;2;;2;;2;;2;;;;1;5;5;8;;2;1;1;NATAL;2408102;3;10000;4;4;1;;0,093547923
605133;BANDA-LARGA;OI;RR;23/jul/20;2020;1;;2;2;1;1;1;1;41;7;2;0;99;0;10;0;0;0;10;1;;;;0;0;0;0;;1;0;1;0;1;0;1;0;2;;;;1;5;7;3;;2;2;1;SÃO JOÃO DA BALIZA;1400506;3;4500;3;5;1;;0,084349574
626674;BANDA-LARGA;OI;SC;23/jul/20;2020;1;;2;2;1;1;1;1;42;7;1;8;9;9;9;8;7;9;7;1;;3;;9;7;9;8;;2;;2;;2;;2;;2;;;;2;;;;;2;2;1;BLUMENAU;4202404;2;3000;2;7;1;;1,039331554
